Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/createReview,100,0,280.0,385.61897799999997,12.999100000000041,1911.1165000000003,195.0,1.6878826535745186,0.0,280,420,520,560,890,1000,1400,1900,1900,1900,1900
POST,/like/1,3439,0,9,48.532181506251774,4.779299999999154,1784.289900000001,195.0,58.04628445642769,0.0,9,10,12,13,33,280,750,900,1500,1800,1800
POST,/login,100,0,1800.0,1796.7586839999992,507.2496999999999,3673.5196000000005,49244.0,1.6878826535745186,0.0,1800,2200,2300,2400,2800,2800,3000,3700,3700,3700,3700
,Aggregated,3639,0,9,105.83675141522454,4.779299999999154,3673.5196000000005,1542.8702940368232,61.42204976357673,0.0,9,11,13,16,230,720,1500,2100,2900,3700,3700
