Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,325,0,69,207.84209959746266,27.483557991217822,1508.0153869930655,49241.0,17.079445672486397,0.0,69,120,180,230,770,1000,1300,1400,1500,1500,1500
,Aggregated,325,0,69,207.84209959746266,27.483557991217822,1508.0153869930655,49241.0,17.079445672486397,0.0,69,120,180,230,770,1000,1300,1400,1500,1500,1500
